2016-05-23 14:24:40,571 - INFO - Namespace(attention=False, batch_size=50, bidir=False, dropout=0.0, embed='w2v', epochs=5, expdir='./exp/gru_naive_epoch5', input_size=300, label_size=2, lr=0.01, lr_decay=0.5, lr_decay_after=3, lr_decay_threshold=0.01, max_lr_decays=5, max_norm=5.0, mode='sq2sq', optimizer='adam', print_every=1, recdrop=False, resume_epoch=None, reverse=False, rlayers=1, rnn_dim=1000, seed=1234, src_steps=65, stocdrop=0.0, tgt_steps=20, warm_start_iters=100, warm_start_lr=None)
2016-05-23 14:24:40,571 - INFO - loading data...
2016-05-23 14:25:23,286 - INFO - # params: 7814002
2016-05-23 14:25:25,714 - INFO - epoch 1, iter 1, cost 0.693214, expcost 0.693214, batch time 2.427705, grad/param norm 0.002752, accuracy 0.500000
2016-05-23 14:25:55,974 - INFO - epoch 1, iter 13, cost 1.622571, expcost 1.042892, batch time 2.559562, grad/param norm 0.025796, accuracy 0.460000
2016-05-23 14:25:58,746 - INFO - epoch 1, iter 14, cost 1.089272, expcost 1.043356, batch time 2.771673, grad/param norm 0.025438, accuracy 0.520000
2016-05-23 14:26:01,667 - INFO - epoch 1, iter 15, cost 1.128236, expcost 1.044205, batch time 2.921107, grad/param norm 0.025108, accuracy 0.500000
2016-05-23 14:26:04,218 - INFO - epoch 1, iter 16, cost 0.808287, expcost 1.041845, batch time 2.551031, grad/param norm 0.024806, accuracy 0.560000
2016-05-23 14:26:06,769 - INFO - epoch 1, iter 17, cost 0.855849, expcost 1.039985, batch time 2.550653, grad/param norm 0.024530, accuracy 0.400000
2016-05-23 14:26:09,178 - INFO - epoch 1, iter 18, cost 1.625130, expcost 1.045837, batch time 2.409056, grad/param norm 0.024279, accuracy 0.420000
2016-05-23 14:26:11,723 - INFO - epoch 1, iter 19, cost 1.548565, expcost 1.050864, batch time 2.544659, grad/param norm 0.024049, accuracy 0.420000
2016-05-23 14:26:14,682 - INFO - epoch 1, iter 20, cost 0.687097, expcost 1.047226, batch time 2.959038, grad/param norm 0.010036, accuracy 0.620000
2016-05-23 14:26:17,108 - INFO - epoch 1, iter 21, cost 1.851553, expcost 1.055270, batch time 2.425448, grad/param norm 0.023648, accuracy 0.540000
2016-05-23 14:26:19,491 - INFO - epoch 1, iter 22, cost 1.682072, expcost 1.061538, batch time 2.382447, grad/param norm 0.023473, accuracy 0.620000
2016-05-23 14:26:21,899 - INFO - epoch 1, iter 23, cost 0.916822, expcost 1.060091, batch time 2.408469, grad/param norm 0.023313, accuracy 0.600000
2016-05-23 14:26:24,416 - INFO - epoch 1, iter 24, cost 1.473353, expcost 1.064223, batch time 2.517075, grad/param norm 0.023167, accuracy 0.500000
2016-05-23 14:26:26,919 - INFO - epoch 1, iter 25, cost 2.065605, expcost 1.074237, batch time 2.501721, grad/param norm 0.023033, accuracy 0.520000
2016-05-23 14:26:29,394 - INFO - epoch 1, iter 26, cost 1.286734, expcost 1.076362, batch time 2.474666, grad/param norm 0.022910, accuracy 0.560000
2016-05-23 14:26:31,874 - INFO - epoch 1, iter 27, cost 0.737588, expcost 1.072974, batch time 2.480549, grad/param norm 0.022798, accuracy 0.560000
2016-05-23 14:26:34,305 - INFO - epoch 1, iter 28, cost 0.913208, expcost 1.071377, batch time 2.430040, grad/param norm 0.022695, accuracy 0.500000
2016-05-23 14:26:36,730 - INFO - epoch 1, iter 29, cost 0.769593, expcost 1.068359, batch time 2.425015, grad/param norm 0.022600, accuracy 0.360000
2016-05-23 14:26:39,515 - INFO - epoch 1, iter 30, cost 0.677229, expcost 1.064447, batch time 2.785182, grad/param norm 0.008717, accuracy 0.580000
2016-05-23 14:26:42,081 - INFO - epoch 1, iter 31, cost 0.732121, expcost 1.061124, batch time 2.560212, grad/param norm 0.022432, accuracy 0.400000
2016-05-23 14:26:44,801 - INFO - epoch 1, iter 32, cost 1.154967, expcost 1.062063, batch time 2.720634, grad/param norm 0.022358, accuracy 0.540000
2016-05-23 14:26:47,476 - INFO - epoch 1, iter 33, cost 0.886177, expcost 1.060304, batch time 2.674711, grad/param norm 0.022289, accuracy 0.640000
2016-05-23 14:26:50,139 - INFO - epoch 1, iter 34, cost 0.677338, expcost 1.056474, batch time 2.661906, grad/param norm 0.015035, accuracy 0.640000
2016-05-23 14:26:53,078 - INFO - epoch 1, iter 35, cost 1.981973, expcost 1.065729, batch time 2.939338, grad/param norm 0.022167, accuracy 0.500000
2016-05-23 14:26:55,630 - INFO - epoch 1, iter 36, cost 2.374209, expcost 1.078814, batch time 2.551336, grad/param norm 0.022114, accuracy 0.520000
2016-05-23 14:26:58,258 - INFO - epoch 1, iter 37, cost 1.438660, expcost 1.082412, batch time 2.628036, grad/param norm 0.022064, accuracy 0.600000
2016-05-23 14:27:00,889 - INFO - epoch 1, iter 38, cost 0.692318, expcost 1.078511, batch time 2.631419, grad/param norm 0.018716, accuracy 0.420000
2016-05-23 14:27:03,538 - INFO - epoch 1, iter 39, cost 2.417007, expcost 1.091896, batch time 2.648855, grad/param norm 0.021977, accuracy 0.520000
2016-05-23 14:27:06,376 - INFO - epoch 1, iter 40, cost 3.787310, expcost 1.118851, batch time 2.837658, grad/param norm 0.021939, accuracy 0.480000
2016-05-23 14:27:09,302 - INFO - epoch 1, iter 41, cost 3.681560, expcost 1.144478, batch time 2.925833, grad/param norm 0.021904, accuracy 0.480000
2016-05-23 14:27:12,271 - INFO - epoch 1, iter 42, cost 3.312214, expcost 1.166155, batch time 2.968641, grad/param norm 0.021872, accuracy 0.300000
2016-05-23 14:27:14,764 - INFO - epoch 1, iter 43, cost 0.735026, expcost 1.161844, batch time 2.493158, grad/param norm 0.021842, accuracy 0.400000
2016-05-23 14:27:17,283 - INFO - epoch 1, iter 44, cost 3.105367, expcost 1.181279, batch time 2.518916, grad/param norm 0.021815, accuracy 0.460000
2016-05-23 14:27:19,942 - INFO - epoch 1, iter 45, cost 4.485023, expcost 1.214316, batch time 2.658718, grad/param norm 0.021790, accuracy 0.500000
2016-05-23 14:27:22,510 - INFO - epoch 1, iter 46, cost 5.413137, expcost 1.256305, batch time 2.567563, grad/param norm 0.021767, accuracy 0.440000
2016-05-23 14:27:25,124 - INFO - epoch 1, iter 47, cost 4.344263, expcost 1.287184, batch time 2.613461, grad/param norm 0.021745, accuracy 0.460000
2016-05-23 14:27:27,986 - INFO - epoch 1, iter 48, cost 2.377770, expcost 1.298090, batch time 2.862595, grad/param norm 0.021726, accuracy 0.480000
2016-05-23 14:27:30,732 - INFO - epoch 1, iter 49, cost 0.658735, expcost 1.291696, batch time 2.745633, grad/param norm 0.009394, accuracy 0.640000
2016-05-23 14:27:33,792 - INFO - epoch 1, iter 50, cost 2.147015, expcost 1.300250, batch time 3.060000, grad/param norm 0.021691, accuracy 0.540000
2016-05-23 14:27:38,246 - INFO - epoch 1, iter 51, cost 3.228783, expcost 1.319535, batch time 4.453136, grad/param norm 0.021676, accuracy 0.460000
2016-05-23 14:27:41,308 - INFO - epoch 1, iter 52, cost 2.454467, expcost 1.330884, batch time 3.061663, grad/param norm 0.021661, accuracy 0.500000
2016-05-23 14:27:44,423 - INFO - epoch 1, iter 53, cost 1.085624, expcost 1.328432, batch time 3.115001, grad/param norm 0.021648, accuracy 0.460000
2016-05-23 14:27:47,207 - INFO - epoch 1, iter 54, cost 1.828221, expcost 1.333430, batch time 2.783924, grad/param norm 0.021635, accuracy 0.460000
2016-05-23 14:27:50,160 - INFO - epoch 1, iter 55, cost 3.029269, expcost 1.350388, batch time 2.953128, grad/param norm 0.021623, accuracy 0.460000
2016-05-23 14:27:53,173 - INFO - epoch 1, iter 56, cost 2.416670, expcost 1.361051, batch time 3.012569, grad/param norm 0.021613, accuracy 0.560000
2016-05-23 14:27:55,852 - INFO - epoch 1, iter 57, cost 1.835218, expcost 1.365792, batch time 2.678685, grad/param norm 0.021602, accuracy 0.440000
2016-05-23 14:27:58,372 - INFO - epoch 1, iter 58, cost 0.743557, expcost 1.359570, batch time 2.519998, grad/param norm 0.021593, accuracy 0.560000
2016-05-23 14:28:00,953 - INFO - epoch 1, iter 59, cost 1.342626, expcost 1.359401, batch time 2.580959, grad/param norm 0.021584, accuracy 0.500000
2016-05-23 14:28:03,742 - INFO - epoch 1, iter 60, cost 1.083902, expcost 1.356646, batch time 2.789210, grad/param norm 0.021576, accuracy 0.520000
2016-05-23 14:28:06,284 - INFO - epoch 1, iter 61, cost 0.725991, expcost 1.350339, batch time 2.541262, grad/param norm 0.021569, accuracy 0.580000
2016-05-23 14:28:08,830 - INFO - epoch 1, iter 62, cost 0.824259, expcost 1.345078, batch time 2.545616, grad/param norm 0.021562, accuracy 0.520000
2016-05-23 14:28:11,427 - INFO - epoch 1, iter 63, cost 0.828895, expcost 1.339917, batch time 2.597188, grad/param norm 0.021556, accuracy 0.400000
2016-05-23 14:28:14,097 - INFO - epoch 1, iter 64, cost 0.689696, expcost 1.333414, batch time 2.670291, grad/param norm 0.014293, accuracy 0.500000
2016-05-23 14:28:16,692 - INFO - epoch 1, iter 65, cost 0.967302, expcost 1.329753, batch time 2.594526, grad/param norm 0.021544, accuracy 0.540000
2016-05-23 14:28:19,236 - INFO - epoch 1, iter 66, cost 0.710250, expcost 1.323558, batch time 2.543508, grad/param norm 0.021539, accuracy 0.620000
2016-05-23 14:28:21,795 - INFO - epoch 1, iter 67, cost 0.873313, expcost 1.319056, batch time 2.558522, grad/param norm 0.021534, accuracy 0.520000
2016-05-23 14:28:21,795 - INFO - epoch 1, mean training accuracy: 0.507164
2016-05-23 14:28:24,331 - INFO - validation cost: 1.040853, accuracy: 0.450000
2016-05-23 14:28:24,331 - INFO - saving model
2016-05-23 14:28:27,141 - INFO - epoch 2, iter 1, cost 1.022834, expcost 1.316093, batch time 2.552956, grad/param norm 0.021529, accuracy 0.460000
2016-05-23 14:28:29,709 - INFO - epoch 2, iter 2, cost 0.748572, expcost 1.310418, batch time 2.567768, grad/param norm 0.021525, accuracy 0.460000
2016-05-23 14:28:32,316 - INFO - epoch 2, iter 3, cost 0.725786, expcost 1.304572, batch time 2.606756, grad/param norm 0.016107, accuracy 0.400000
2016-05-23 14:28:34,893 - INFO - epoch 2, iter 4, cost 0.798378, expcost 1.299510, batch time 2.576925, grad/param norm 0.021517, accuracy 0.640000
2016-05-23 14:28:37,438 - INFO - epoch 2, iter 5, cost 0.890355, expcost 1.295418, batch time 2.544984, grad/param norm 0.021513, accuracy 0.520000
2016-05-23 14:28:40,020 - INFO - epoch 2, iter 6, cost 0.846867, expcost 1.290933, batch time 2.582477, grad/param norm 0.021509, accuracy 0.500000
2016-05-23 14:28:42,652 - INFO - epoch 2, iter 7, cost 0.942005, expcost 1.287444, batch time 2.631400, grad/param norm 0.021506, accuracy 0.460000
2016-05-23 14:28:45,272 - INFO - epoch 2, iter 8, cost 0.766372, expcost 1.282233, batch time 2.619792, grad/param norm 0.021502, accuracy 0.500000
2016-05-23 14:28:47,870 - INFO - epoch 2, iter 9, cost 0.744535, expcost 1.276856, batch time 2.598057, grad/param norm 0.021499, accuracy 0.440000
2016-05-23 14:28:50,417 - INFO - epoch 2, iter 10, cost 0.963818, expcost 1.273726, batch time 2.547035, grad/param norm 0.021496, accuracy 0.580000
2016-05-23 14:28:53,003 - INFO - epoch 2, iter 11, cost 1.238467, expcost 1.273373, batch time 2.585305, grad/param norm 0.021492, accuracy 0.460000
2016-05-23 14:28:55,608 - INFO - epoch 2, iter 12, cost 0.684531, expcost 1.267485, batch time 2.604643, grad/param norm 0.021489, accuracy 0.620000
2016-05-23 14:28:58,266 - INFO - epoch 2, iter 13, cost 0.713770, expcost 1.261947, batch time 2.657930, grad/param norm 0.021486, accuracy 0.480000
2016-05-23 14:29:00,871 - INFO - epoch 2, iter 14, cost 0.939666, expcost 1.258725, batch time 2.604845, grad/param norm 0.021483, accuracy 0.520000
2016-05-23 14:29:03,477 - INFO - epoch 2, iter 15, cost 0.836316, expcost 1.254501, batch time 2.606526, grad/param norm 0.021480, accuracy 0.500000
2016-05-23 14:29:06,055 - INFO - epoch 2, iter 16, cost 0.810576, expcost 1.250061, batch time 2.577855, grad/param norm 0.021477, accuracy 0.560000
2016-05-23 14:29:08,636 - INFO - epoch 2, iter 17, cost 1.062376, expcost 1.248184, batch time 2.580288, grad/param norm 0.021473, accuracy 0.400000
2016-05-23 14:29:11,232 - INFO - epoch 2, iter 18, cost 0.791717, expcost 1.243620, batch time 2.595945, grad/param norm 0.021470, accuracy 0.420000
2016-05-23 14:29:13,810 - INFO - epoch 2, iter 19, cost 0.725049, expcost 1.238434, batch time 2.577677, grad/param norm 0.021467, accuracy 0.400000
2016-05-23 14:29:16,402 - INFO - epoch 2, iter 20, cost 0.898373, expcost 1.235033, batch time 2.591713, grad/param norm 0.021464, accuracy 0.620000
2016-05-23 14:29:18,996 - INFO - epoch 2, iter 21, cost 1.092304, expcost 1.233606, batch time 2.594525, grad/param norm 0.021461, accuracy 0.540000
2016-05-23 14:29:21,590 - INFO - epoch 2, iter 22, cost 0.679480, expcost 1.228065, batch time 2.593182, grad/param norm 0.018631, accuracy 0.480000
2016-05-23 14:29:24,262 - INFO - epoch 2, iter 23, cost 0.684313, expcost 1.222627, batch time 2.672495, grad/param norm 0.016962, accuracy 0.540000
2016-05-23 14:29:26,863 - INFO - epoch 2, iter 24, cost 1.038262, expcost 1.220784, batch time 2.600639, grad/param norm 0.021451, accuracy 0.500000
2016-05-23 14:29:29,444 - INFO - epoch 2, iter 25, cost 0.839783, expcost 1.216974, batch time 2.580580, grad/param norm 0.021447, accuracy 0.480000
2016-05-23 14:29:32,133 - INFO - epoch 2, iter 26, cost 0.870378, expcost 1.213508, batch time 2.688846, grad/param norm 0.021444, accuracy 0.560000
2016-05-23 14:29:34,743 - INFO - epoch 2, iter 27, cost 1.214235, expcost 1.213515, batch time 2.609493, grad/param norm 0.021440, accuracy 0.440000
2016-05-23 14:29:37,370 - INFO - epoch 2, iter 28, cost 0.691719, expcost 1.208297, batch time 2.627583, grad/param norm 0.003994, accuracy 0.540000
2016-05-23 14:29:40,001 - INFO - epoch 2, iter 29, cost 0.782042, expcost 1.204035, batch time 2.630157, grad/param norm 0.021434, accuracy 0.660000
2016-05-23 14:29:42,673 - INFO - epoch 2, iter 30, cost 0.848591, expcost 1.200480, batch time 2.672567, grad/param norm 0.021431, accuracy 0.580000
2016-05-23 14:29:45,264 - INFO - epoch 2, iter 31, cost 0.682147, expcost 1.195297, batch time 2.590575, grad/param norm 0.012207, accuracy 0.600000
2016-05-23 14:29:47,871 - INFO - epoch 2, iter 32, cost 0.899789, expcost 1.192342, batch time 2.607020, grad/param norm 0.021424, accuracy 0.540000
2016-05-23 14:29:50,515 - INFO - epoch 2, iter 33, cost 0.637773, expcost 1.186796, batch time 2.644029, grad/param norm 0.012314, accuracy 0.700000
2016-05-23 14:29:54,864 - INFO - epoch 2, iter 34, cost 0.794004, expcost 1.182868, batch time 4.348416, grad/param norm 0.021418, accuracy 0.380000
2016-05-23 14:29:57,941 - INFO - epoch 2, iter 35, cost 0.969647, expcost 1.180736, batch time 3.076868, grad/param norm 0.021414, accuracy 0.500000
2016-05-23 14:30:00,847 - INFO - epoch 2, iter 36, cost 0.881821, expcost 1.177747, batch time 2.905868, grad/param norm 0.021411, accuracy 0.520000
2016-05-23 14:30:03,668 - INFO - epoch 2, iter 37, cost 0.925875, expcost 1.175228, batch time 2.819861, grad/param norm 0.021407, accuracy 0.400000
2016-05-23 14:30:06,510 - INFO - epoch 2, iter 38, cost 0.703222, expcost 1.170508, batch time 2.842055, grad/param norm 0.020813, accuracy 0.600000
2016-05-23 14:30:09,483 - INFO - epoch 2, iter 39, cost 0.866817, expcost 1.167471, batch time 2.972937, grad/param norm 0.021400, accuracy 0.480000
2016-05-23 14:30:12,603 - INFO - epoch 2, iter 40, cost 0.753797, expcost 1.163334, batch time 3.120164, grad/param norm 0.021397, accuracy 0.520000
2016-05-23 14:30:16,207 - INFO - epoch 2, iter 41, cost 0.990864, expcost 1.161610, batch time 3.603247, grad/param norm 0.021394, accuracy 0.480000
2016-05-23 14:30:18,885 - INFO - epoch 2, iter 42, cost 1.256242, expcost 1.162556, batch time 2.677513, grad/param norm 0.021391, accuracy 0.300000
2016-05-23 14:30:21,719 - INFO - epoch 2, iter 43, cost 0.694525, expcost 1.157876, batch time 2.833898, grad/param norm 0.012976, accuracy 0.560000
2016-05-23 14:30:25,495 - INFO - epoch 2, iter 44, cost 0.885817, expcost 1.155155, batch time 3.775937, grad/param norm 0.021385, accuracy 0.460000
2016-05-23 14:30:28,683 - INFO - epoch 2, iter 45, cost 0.705053, expcost 1.150654, batch time 3.183403, grad/param norm 0.017408, accuracy 0.500000
2016-05-23 14:30:31,557 - INFO - epoch 2, iter 46, cost 0.701474, expcost 1.146162, batch time 2.872958, grad/param norm 0.006051, accuracy 0.460000
2016-05-23 14:30:34,355 - INFO - epoch 2, iter 47, cost 0.704359, expcost 1.141744, batch time 2.797959, grad/param norm 0.006524, accuracy 0.520000
2016-05-23 14:30:37,403 - INFO - epoch 2, iter 48, cost 0.693887, expcost 1.137266, batch time 3.048232, grad/param norm 0.007916, accuracy 0.480000
2016-05-23 14:30:40,703 - INFO - epoch 2, iter 49, cost 0.664951, expcost 1.132542, batch time 3.298506, grad/param norm 0.012911, accuracy 0.640000
2016-05-23 14:30:43,746 - INFO - epoch 2, iter 50, cost 1.015787, expcost 1.131375, batch time 3.043284, grad/param norm 0.021359, accuracy 0.540000
2016-05-23 14:30:47,298 - INFO - epoch 2, iter 51, cost 0.935116, expcost 1.129412, batch time 3.551275, grad/param norm 0.021353, accuracy 0.460000
2016-05-23 14:30:50,862 - INFO - epoch 2, iter 52, cost 0.878973, expcost 1.126908, batch time 3.563421, grad/param norm 0.021347, accuracy 0.500000
2016-05-23 14:30:53,845 - INFO - epoch 2, iter 53, cost 0.929658, expcost 1.124935, batch time 2.983328, grad/param norm 0.021341, accuracy 0.540000
2016-05-23 14:30:57,043 - INFO - epoch 2, iter 54, cost 0.684398, expcost 1.120530, batch time 3.197822, grad/param norm 0.002935, accuracy 0.540000
2016-05-23 14:31:00,049 - INFO - epoch 2, iter 55, cost 0.918873, expcost 1.118513, batch time 3.005800, grad/param norm 0.021328, accuracy 0.540000
2016-05-23 14:31:03,252 - INFO - epoch 2, iter 56, cost 0.810595, expcost 1.115434, batch time 3.200813, grad/param norm 0.021322, accuracy 0.440000
2016-05-23 14:31:06,012 - INFO - epoch 2, iter 57, cost 1.342500, expcost 1.117705, batch time 2.760633, grad/param norm 0.021316, accuracy 0.440000
2016-05-23 14:31:08,587 - INFO - epoch 2, iter 58, cost 1.628282, expcost 1.122811, batch time 2.574707, grad/param norm 0.021311, accuracy 0.440000
2016-05-23 14:31:11,147 - INFO - epoch 2, iter 59, cost 0.862353, expcost 1.120206, batch time 2.559227, grad/param norm 0.021305, accuracy 0.500000
2016-05-23 14:31:13,719 - INFO - epoch 2, iter 60, cost 1.325077, expcost 1.122255, batch time 2.572004, grad/param norm 0.021300, accuracy 0.520000
2016-05-23 14:31:16,282 - INFO - epoch 2, iter 61, cost 2.131285, expcost 1.132345, batch time 2.563128, grad/param norm 0.021295, accuracy 0.420000
2016-05-23 14:31:18,885 - INFO - epoch 2, iter 62, cost 1.430982, expcost 1.135332, batch time 2.602660, grad/param norm 0.021290, accuracy 0.480000
2016-05-23 14:31:21,624 - INFO - epoch 2, iter 63, cost 0.680463, expcost 1.130783, batch time 2.738500, grad/param norm 0.002114, accuracy 0.600000
2016-05-23 14:31:24,527 - INFO - epoch 2, iter 64, cost 1.472620, expcost 1.134201, batch time 2.902752, grad/param norm 0.021280, accuracy 0.520000
2016-05-23 14:31:27,286 - INFO - epoch 2, iter 65, cost 1.498326, expcost 1.137842, batch time 2.759560, grad/param norm 0.021276, accuracy 0.540000
2016-05-23 14:31:29,986 - INFO - epoch 2, iter 66, cost 0.724467, expcost 1.133709, batch time 2.699142, grad/param norm 0.021271, accuracy 0.620000
2016-05-23 14:31:32,642 - INFO - epoch 2, iter 67, cost 1.319250, expcost 1.135564, batch time 2.655790, grad/param norm 0.021267, accuracy 0.520000
2016-05-23 14:31:32,642 - INFO - epoch 2, mean training accuracy: 0.508358
2016-05-23 14:31:35,681 - INFO - validation cost: 2.150505, accuracy: 0.450000
2016-05-23 14:31:35,681 - INFO - saving model
2016-05-23 14:31:35,851 - INFO - changing parameters back to epoch 1
2016-05-23 14:31:35,887 - INFO - annealing at epoch 2 from 0.010000 to 0.005000
2016-05-23 14:31:38,584 - INFO - epoch 3, iter 1, cost 2.164960, expcost 1.145858, batch time 2.696707, grad/param norm 0.021263, accuracy 0.460000
2016-05-23 14:31:41,600 - INFO - epoch 3, iter 2, cost 1.450939, expcost 1.148909, batch time 3.015619, grad/param norm 0.021261, accuracy 0.600000
2016-05-23 14:31:44,534 - INFO - epoch 3, iter 3, cost 0.989304, expcost 1.147313, batch time 2.934500, grad/param norm 0.021260, accuracy 0.560000
2016-05-23 14:31:47,408 - INFO - epoch 3, iter 4, cost 0.757137, expcost 1.143411, batch time 2.873278, grad/param norm 0.021258, accuracy 0.360000
2016-05-23 14:31:50,163 - INFO - epoch 3, iter 5, cost 0.929637, expcost 1.141273, batch time 2.755387, grad/param norm 0.021257, accuracy 0.480000
2016-05-23 14:31:52,951 - INFO - epoch 3, iter 6, cost 0.895820, expcost 1.138819, batch time 2.787065, grad/param norm 0.021255, accuracy 0.500000
2016-05-23 14:31:55,916 - INFO - epoch 3, iter 7, cost 0.740658, expcost 1.134837, batch time 2.965187, grad/param norm 0.015742, accuracy 0.440000
2016-05-23 14:31:58,751 - INFO - epoch 3, iter 8, cost 0.973080, expcost 1.133220, batch time 2.834797, grad/param norm 0.021253, accuracy 0.500000
2016-05-23 14:32:01,782 - INFO - epoch 3, iter 9, cost 1.285332, expcost 1.134741, batch time 3.031180, grad/param norm 0.021252, accuracy 0.440000
2016-05-23 14:32:05,500 - INFO - epoch 3, iter 10, cost 1.054260, expcost 1.133936, batch time 3.712693, grad/param norm 0.021250, accuracy 0.420000
2016-05-23 14:32:08,534 - INFO - epoch 3, iter 11, cost 0.674796, expcost 1.129345, batch time 3.033451, grad/param norm 0.010523, accuracy 0.600000
2016-05-23 14:32:11,189 - INFO - epoch 3, iter 12, cost 0.651671, expcost 1.124568, batch time 2.654806, grad/param norm 0.011805, accuracy 0.660000
2016-05-23 14:32:14,160 - INFO - epoch 3, iter 13, cost 0.902606, expcost 1.122348, batch time 2.971506, grad/param norm 0.021247, accuracy 0.460000
2016-05-23 14:32:16,966 - INFO - epoch 3, iter 14, cost 0.723876, expcost 1.118363, batch time 2.805617, grad/param norm 0.019125, accuracy 0.480000
2016-05-23 14:32:20,153 - INFO - epoch 3, iter 15, cost 0.904165, expcost 1.116221, batch time 3.186509, grad/param norm 0.021245, accuracy 0.500000
2016-05-23 14:32:22,986 - INFO - epoch 3, iter 16, cost 1.180995, expcost 1.116869, batch time 2.832994, grad/param norm 0.021244, accuracy 0.440000
2016-05-23 14:32:25,569 - INFO - epoch 3, iter 17, cost 0.768686, expcost 1.113387, batch time 2.582319, grad/param norm 0.021243, accuracy 0.600000
2016-05-23 14:32:28,164 - INFO - epoch 3, iter 18, cost 0.667371, expcost 1.108927, batch time 2.595470, grad/param norm 0.002058, accuracy 0.580000
2016-05-23 14:32:30,752 - INFO - epoch 3, iter 19, cost 0.901351, expcost 1.106851, batch time 2.587907, grad/param norm 0.021241, accuracy 0.580000
2016-05-23 14:32:33,360 - INFO - epoch 3, iter 20, cost 0.929007, expcost 1.105073, batch time 2.607190, grad/param norm 0.021239, accuracy 0.620000
2016-05-23 14:32:35,991 - INFO - epoch 3, iter 21, cost 0.838954, expcost 1.102412, batch time 2.631214, grad/param norm 0.021238, accuracy 0.540000
2016-05-23 14:32:38,568 - INFO - epoch 3, iter 22, cost 0.753906, expcost 1.098927, batch time 2.577188, grad/param norm 0.021236, accuracy 0.380000
2016-05-23 14:32:41,180 - INFO - epoch 3, iter 23, cost 0.845777, expcost 1.096395, batch time 2.612018, grad/param norm 0.021235, accuracy 0.400000
2016-05-23 14:32:43,756 - INFO - epoch 3, iter 24, cost 0.726711, expcost 1.092698, batch time 2.575750, grad/param norm 0.014438, accuracy 0.500000
2016-05-23 14:32:46,430 - INFO - epoch 3, iter 25, cost 0.818918, expcost 1.089961, batch time 2.673249, grad/param norm 0.021232, accuracy 0.480000
2016-05-23 14:32:49,113 - INFO - epoch 3, iter 26, cost 0.887605, expcost 1.087937, batch time 2.682568, grad/param norm 0.021231, accuracy 0.440000
2016-05-23 14:32:51,707 - INFO - epoch 3, iter 27, cost 0.697176, expcost 1.084029, batch time 2.594424, grad/param norm 0.011150, accuracy 0.500000
2016-05-23 14:32:54,449 - INFO - epoch 3, iter 28, cost 0.690590, expcost 1.080095, batch time 2.736428, grad/param norm 0.013289, accuracy 0.560000
2016-05-23 14:32:57,332 - INFO - epoch 3, iter 29, cost 0.681831, expcost 1.076112, batch time 2.883414, grad/param norm 0.021227, accuracy 0.540000
2016-05-23 14:33:00,409 - INFO - epoch 3, iter 30, cost 0.797531, expcost 1.073327, batch time 3.076719, grad/param norm 0.021226, accuracy 0.580000
